title,url,published,stock,text,label
Oracle stock jumps as US and China agree to preliminary TikTok deal,https://finance.yahoo.com/news/oracle-stock-jumps-as-us-and-china-agree-to-preliminary-tiktok-deal-155810863.html,2025-09-15T15:58:10Z,MSFT,oracle orcl stock edged tuesday medium outlet reported software giant would part u china preliminary tiktok deal treasury secretary scott bessent said press conference monday two country agreed framework tiktok deal highstakes trade talk madrid trump chinese president xi jinping set speak friday complete agreement u buyer tiktok officially named wall street journal said tuesday citing unnamed source consortium investor including oracle silver lake andreessen horowitz would control tiktoks u business stake current framework tiktoks existing u user would asked move new app company testing oracle would handle user data server texas oracle respond yahoo finance request comment stock climbed much tuesday paring gain major stock index pulled back record high tech firm stock first climbed monday spiking much premarket trading trump initially hinted tiktok deal social medium big trade meeting europe united state america china gone well trump wrote post truth social deal also reached certain company young people country much wanted save read oracle stock move today market action tiktok face u ban unless divests ownership u usallied country dec politico reported march white house considering deal software giant oracle run tiktok deal could leave bytedance control app according information oracle already relationship tiktok server used store tiktoks american user data part initiative called project texas since oracle also worked closely trump administration push develop ai u tech firm chair larry ellison joined openai opaipvt ceo sam altman softbank group sftby ceo masayoshi son trump january oval office announce billion initiative called stargate build ai data center u though project faced delay oracle emerged leading contender acquire tiktok suitor also expressed interest buying social medium company group investor led billionaire frank mccourt jr microsoft msft perplexity ai youtuber mr beast,1
Jim Cramer Highlights Microsoft as Data Center Beneficiary,https://finance.yahoo.com/news/jim-cramer-highlights-microsoft-data-035216793.html,2025-09-19T03:52:16Z,MSFT,microsoft corporation nasdaqmsft one stock jim cramer weighed cramer mentioned company highlighting renewed optimism around data center demand impact leading tech company said today strength tech really still one celebration data center lot question whether backlog real post oracle news seem resolved point positive demand look strong microsofts azure metas ai nvidias chip tesla autonomous driving google gemini amazon web service would seem big beneficiary demand meaning theyre probably well see demand image tawanda razika pixabay microsoft corporation nasdaqmsft develops software cloud service device including microsoft dynamic linkedin azure github moreover company provides window surface product xbox gaming search advertising solution aipowered tool like copilot acknowledge potential msft investment believe certain ai stock offer greater upside potential carry less downside risk youre looking extremely undervalued ai stock also stand benefit significantly trumpera tariff onshoring trend see free report best shortterm ai stock read next stock double year hidden ai stock buy right disclosure none article originally published insider monkey,0
"Ulta (ULTA) Stock Trades Down, Here Is Why",https://finance.yahoo.com/news/ulta-ulta-stock-trades-down-184041749.html,2025-08-29T18:40:41Z,MSFT,happened share beauty cosmetic personal care retailer ulta beauty nasdaqulta fell afternoon session gave back portion strong gain previous session followed company stellar secondquarter earnings report beauty retailer posted revenue billion year year earnings per share significantly ahead wall street estimate samestore sale also showed robust growth rising response strong performance also saw company lift fullyear revenue guidance billion stock initially jumped announcement decline suggests investor may taking profit sharp runup stock market overreacts news big price drop present good opportunity buy highquality stock time buy ulta access full analysis report free market telling u ultas share volatile move greater last year context today move indicates market considers news meaningful although might something would fundamentally change perception business previous big move wrote day ago stock gained news market continued rally amid growing investor optimism federal reserve interest rate cut september optimism spurred recent consumer price index cpi report show runaway inflation increasing perceived probability rate cut lower interest rate generally seen positive economy reduce borrowing cost consumer stimulate spending nonessential good consequently investor bid share apparel home furnishing automotive retail industry anticipation stronger consumer demand ulta since beginning year per share trading close week high august investor bought worth ultas share year ago would looking investment worth stockstory certainly understand potential thematic investing diverse winner microsoft msft alphabet goog cocacola ko monster beverage mnst could identified promising growth story megatrend driving growth spirit weve identified relatively undertheradar profitable growth stock benefiting rise ai available free via link,0
A $23 Billion Reason to Buy This Underdog AI Stock,https://www.barchart.com/story/news/34622659/a-23-billion-reason-to-buy-this-underdog-ai-stock,2025-09-05T11:30:02Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,0
Stocks Reach Highs On Oracle And Fed Expectations,https://www.forbes.com/sites/bill_stone/2025/09/13/stocks-reach-highs-on-oracle-and-fed-expectations/,2025-09-13T15:38:14Z,MSFT,,0
5 Things to Know Before the Stock Market Opens,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-september-9-2025-11806131,2025-09-09T12:20:20Z,MSFT,stock future slightly higher techheavy nasdaq hit new alltimehigh nebius group nbis share soaring company inked ai infrastructure deal microsoft msft lachlan murdoch gain control medium empire includes fox fox news corp nw oracle orcl expected report revenue growth delivers quarterly earnings closing bell teck resource teck anglo american announce merger form copper mining giant apple launch iphone here investor need know today stock future tick higher index hover near record high stock future slightly higher morning techheavy nasdaq composite hit new record high monday stock rallied amid expectation federal reserve cut interest rate soon benchmark sp dow jones industrial average come today session alltime high bitcoin btcusd pressure recent week slightly yield year treasury note ticking higher hitting lowest level since april yesterday gold oil future also edging upwards early trading read investopedias realtime market coverage nebius group soar ai deal microsoft nebius group nbis share premarket trading ai infrastructure company announced multiyear deal microsoft msft amsterdambased nebius provide microsoft dedicated capacity new data center vineland new jersey starting later year company said cnbc reported deal worth billion ai chipmaker nvidia nvda owns stake nebius deal also help u accelerate growth ai cloud business even beyond said nebius ceo arkady volozh microsoft nvidia share inched higher premarket trading lachlan murdoch gain control fox news corp new family deal deal reached end yearslong fight control medium empire founded rupert murdoch includes fox news wall street journal lachlan murdoch ceo fox fox chair news corp nw take control trust hold sizable stake father company part deal rupert murdoch child prudence macleod elisabeth murdoch james murdoch end claim company share fox news corp nearly recent premarket trading oracle expected grow quarterly revenue amid new cloud deal investor awaiting quarterly result oracle orcl scheduled released market close today cloud computing giant expected post yearoveryear jump quarterly revenue billion according analyst tracked visible alpha meanwhile adjusted earnings per share expected increase report come oracle share hit alltimehigh earlier year announcement billion new cloud deal stock gained since start premarket trading teck anglo american merge form copper mining giant mining firm teck resource teck anglo american agreed merge form new global mineral company one world largest producer copper new company called anglo teck combined market capitalization billion anglo teck hold industryleading portfolio producing operation including six worldclass copper asset alongside highquality premium iron ore zinc business teck said release share canadabased teck resource premarket trading ukbased anglo american gained london trading,1
"Stock market today: Dow, S&P 500, Nasdaq edge up after US jobs data is revised sharply down",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-edge-up-after-us-jobs-data-is-revised-sharply-down-133638948.html,2025-09-09T13:36:38Z,MSFT,u stock hit fresh record tuesday investor digested revision u job number showed labor market weakness braced key inflation data could reset expectation interestrate cut dow jones industrial average dji climbed nearly close sp gspc rose also notch fresh record close techheavy nasdaq composite ixic gained marking second consecutive closing high week labor market data released bureau labor statistic tuesday showed u economy likely added fewer job previously thought month period march steeper revision expected economist tracked bloomberg expected data show around fewer job added economy time frame otherwise regular update took higher economic political prominence usual debate reign federal reserve react data slew indication labor market slowing far sign convinced trader interestrate cut coming fed policymakers meet next week question shifted large reduction might whether boon stock report inflation crucial fed thinking due starting wednesday latest reading producer price index ppi consumer price index cpi follows thursday cpi ppi reading shine light whether rising price could become significant stumbling block deep sustained rate cut also focus apple aapl annual fall event tech giant showcased device including iphone iphone air well new watch heart ratetracking airpods apple stock fell around elsewhere corporate front share tourmaline bio trml nebius nbis jumped deal news swiss pharma giant novartis nv novnsw big tech microsoft msft respectively oracle orcl gamestop gme report earnings bell live coverage update,1
"Top Stock Movers Now: UnitedHealth Group, Fox, Freeport-McMoRan, and More",https://www.investopedia.com/top-stock-movers-now-unitedhealth-group-fox-freeport-mcmoran-and-more-11806307,2025-09-09T16:25:09Z,MSFT,key takeaway major u equity index little changed midday tuesday following report showing weakerthananticipated job growth unitedhealth group share surged insurer gave positive outlook medicare advantage member freeportmcmoran share fell megamerger copper mining rival anglo american teck resource dow sp nasdaq little changed midday tuesday following report showing weakerthananticipated job growth raised speculation federal reserve could move next week cut interest rate previously thought unitedhealth group unh bestperforming stock dow sp insurance giant said expects medicare advantage member toprated medicare plan next year share nebius group nbis skyrocketed artificial intelligence infrastructure provider announced deal microsoft msft could worth billion microsoft share rose slightly coreweave crwv share also gained ai cloud computing platform launched venture initiative designed support founder new ai effort freeportmcmoran fcx share dropped rival anglo american agreed buy teck resource teck billion creating one world biggest copper miner teck resource share jumped share news corp nwsa fox foxa lost ground rupert murdoch medium empire settled yearslong family fight mogul child control murdoch family trust oil gold future advanced yield year treasury note higher u dollar gained euro pound lost ground yen price major cryptocurrencies mixed,1
Why Williams-Sonoma (WSM) Stock Is Falling Today,https://finance.yahoo.com/news/why-williams-sonoma-wsm-stock-160127584.html,2025-08-25T16:01:27Z,MSFT,happened share kitchenware home good retailer williamssonoma nysewsm fell morning session president donald trump announced major tariff investigation furniture coming united state announcement made truth social network stated investigation furniture import would completed within day tariff would imposed rate yet determined williamssonoma relies heavily imported good fell alongside furniture retailer like rh wayfair contrast company larger u manufacturing presence ethan allen interior lazboy saw share rise news potential tariff could increase cost importer china vietnam top two source furniture brought u stock market overreacts news big price drop present good opportunity buy highquality stock time buy williamssonoma access full analysis report free market telling u williamssonomas share somewhat volatile move greater last year context today move indicates market considers news meaningful something would fundamentally change perception business previous big move wrote day ago stock dropped news hotterthanexpected wholesale inflation report fueled concern slowing consumer spending market rattled labor department report showing producer price index ppi measure wholesale inflation jumped july significantly exceeding economist expectation rise largest monthly increase since march reigniting worry business forced pas higher cost consumer already showing sign price sensitivity inflation data fanned concern u tariff imported good could start translate higher price shopper inflation report landed amid growing evidence consumer caution recent report highlighting shopper cutting back nonessential spending seeking sale trading cheaper brand williamssonoma since beginning year per share trading close week high february investor bought worth williamssonomas share year ago would looking investment worth stockstory certainly understand potential thematic investing diverse winner microsoft msft alphabet goog cocacola ko monster beverage mnst could identified promising growth story megatrend driving growth spirit weve identified relatively undertheradar profitable growth stock benefiting rise ai available free via link,1
"Stock market today: Dow Jones, S&P 500, Nasdaq climb as investors await Fed decision after Nasdaq’s record close",https://finance.yahoo.com/news/live/stock-market-today-dow-jones-sp-500-nasdaq-climb-as-investors-await-fed-decision-after-nasdaqs-record-close-000206865.html,2025-09-15T00:02:06Z,MSFT,u stock touched new high monday uschina trade talk unfolded madrid investor awaited pivotal federal reserve meeting later week sp gspc rose nearly close first time techheavy nasdaq composite ixic jumped roughly notch sixth consecutive record close dow jones industrial average dji edged major u stock index coming strong week nasdaq sp saw best weekly showing since early august dow snapped twoweek losing streak investor looking ahead federal reserve policy meeting wednesday trader pricing chance quarterpoint reduction odds jumbo rate cut monday midday easing could provide another tailwind stock particularly ai enthusiasm continues drive market sentiment trader also watching whether stephen miran sworn fed governor time participate week fomc vote meanwhile u chinese official also met another round highstakes trade talk madrid monday amid ongoing trade war treasury secretary scott bessent said country agreed framework tiktok deal ahead u ban set go effect sept share oracle orcl software giant reportedly contender buy social medium app jumped elsewhere nvidias nvda stock fell fractionally appearing shake news preliminary probe china found ai chipmaker violated country antitrust law tesla tsla stock jumped turn positive year news broke ceo elon musk purchased billion worth share live coverage update,1
Alphabet stock soars after judge doesn't force Google to sell Chrome browser in landmark antitrust case,https://finance.yahoo.com/news/alphabet-stock-soars-after-judge-doesnt-force-google-to-sell-chrome-browser-in-landmark-antitrust-case-210218498.html,2025-09-02T21:02:18Z,MSFT,alphabet goog googl stock rose wednesday federal district court judge ruled late tuesday google wouldnt forced sell chrome browser ruling divestment poor fit landmark antitrust case ruling district columbia judge amit mehta said company share data helped hold search monopoly saw google avoid harshest potential remedy part decision mehta ruled google continue make payment distribution partner preloading placement google search chrome genai product allows google continue make billion per year payment apple aapl exchange iphone maker using google search default search engine safari browser siri apple stock rose almost wednesday justice department pushed forced sale company search business judge order end multibilliondollar contract assured google market dominance move judge denied make plaintiff shown behavioral remedy ineffective without immediate divestiture chrome mehta said court task mehta said discern conduct maintains monopoly anticompetitive act distinct conduct fuel monopoly growth consequence superior product two complete trial court cannot find google market dominance sufficiently attributable illegal conduct justify divestiture judge said chrome adding radical structural relief would require heightened causal connection judge mehta also declined grant doj request contingent divestment google android operating system writing government present evidence justify contingent structural remedy throughout decision judge noted rise search competition posed generative ai said present strong reason jolt system allow market force work google able keep chrome android well continue making payment distribution partner company also make number change search giant barred entering exclusive contract related distribution google search chrome google assistant gemini google also cant condition licensing play store google app distribution preloading google service condition receiving revenuesharing payment one google app placement another app,1
"These are the stock-market trades to make going into the end of the year, according to Goldman Sachs",https://www.marketwatch.com/story/these-are-the-stock-market-trades-to-make-going-into-the-end-of-the-year-according-to-goldman-sachs-694bfedf,2025-09-08T13:31:00Z,MSFT,,1
Google Is Now Worth $3 Trillion. Should You Buy GOOGL Stock Here?,https://www.barchart.com/story/news/34917158/google-is-now-worth-3-trillion-should-you-buy-googl-stock-here,2025-09-19T13:00:02Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,0
"The Zacks Analyst Blog Highlights NVIDIA, Alphabet, Meta Platforms, Amazon.com and Microsoft",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-nvidia-133600625.html,2025-08-25T13:36:00Z,MSFT,immediate release chicago il august zackscom announces list stock featured analyst blog every day zacks equity research analyst discus latest news event impacting stock financial market stock recently featured blog include nvidia corp nvda alphabet inc googl meta platform inc meta amazoncom inc amzn microsoft corp msft highlight friday analyst blog nvidia post q earnings buy hold take profit nvidia corp set report muchawaited fiscal secondquarter ended july earnings closing bell aug announcement could pivotal nvidia particularly following recent agreement u government reenter chinese market amid recordhigh data center spending therefore important explore strategic action investor consider upcoming earnings report nvidia gear explosive q result nearly three month since nvidia reported fiscal firstquarter result revenue billion year year similar performance expected fiscal second quarter well revenue projected billion year year furthermore nvidias earnings per share eps expected come compared quarter year ago representing yearoveryear increase nvidias trailing fourquarter earnings surprise average positive suggests stock may deliver secondquarter growth nvidia could post solid q result nvidias newgeneration blackwell ultra graphic processing unit gpus architecture experiencing significant demand execute artificial intelligence ai task time quicker previous hopper architecture shipping blackwell ultra gb gpus started large quantity latter half year since fiscal second quarter includes july strong possibility sale blackwell ultra gb gpu enhance nvidias revenue profit fiscal first quarter nvidia lost billion sale incurred billion charge due u government restriction selling h chip china however april trump administration permitted nvidia export h chip china stipulating company must share revenue sale chip government,1
"As Microsoft Takes Aim at OpenAI, Should You Buy, Sell, or Hold MSFT Stock?",https://www.barchart.com/story/news/34549568/as-microsoft-takes-aim-at-openai-should-you-buy-sell-or-hold-msft-stock,2025-09-02T20:12:13Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,1
"Stock market today: S&P 500, Nasdaq climb as investors await Fed decision after Nasdaq’s record close",https://finance.yahoo.com/news/live/stock-market-today-sp-500-nasdaq-climb-as-investors-await-fed-decision-after-nasdaqs-record-close-000206835.html,2025-09-15T00:02:06Z,MSFT,u stock touched new high monday uschina trade talk unfolded madrid investor awaited pivotal federal reserve meeting later week sp gspc rose nearly close first time techheavy nasdaq composite ixic jumped roughly notch sixth consecutive record close dow jones industrial average dji edged major u stock index coming strong week nasdaq sp saw best weekly showing since early august dow snapped twoweek losing streak investor looking ahead federal reserve policy meeting wednesday trader pricing chance quarterpoint reduction odds jumbo rate cut monday midday easing could provide another tailwind stock particularly ai enthusiasm continues drive market sentiment trader also watching whether stephen miran sworn fed governor time participate week fomc vote meanwhile u chinese official also met another round highstakes trade talk madrid monday amid ongoing trade war treasury secretary scott bessent said country agreed framework tiktok deal ahead u ban set go effect sept share oracle orcl software giant reportedly contender buy social medium app jumped elsewhere nvidias nvda stock fell fractionally appearing shake news preliminary probe china found ai chipmaker violated country antitrust law tesla tsla stock jumped turn positive year news broke ceo elon musk purchased billion worth share live coverage update,1
"Banner Bank, Domo, Insteel, Universal Logistics, and First Advantage Shares Are Soaring, What You Need To Know",https://finance.yahoo.com/news/banner-bank-domo-insteel-universal-194103435.html,2025-08-22T19:41:03Z,MSFT,happened number stock jumped afternoon session major index rebounded fed chair jerome powell delivered dovish remark muchawaited jackson hole symposium powell suggested inflation risk moderating unemployment remaining low federal reserve might consider shift monetary policy stance including potential interest rate cut outlook eased market concern prolonged high interest rate impact economic growth prospect lower borrowing cost bolstered investor confidence particularly sector lagged leading broad rally across market stock market overreacts news big price drop present good opportunity buy highquality stock among others following stock impacted zooming universal logistics ulh universal logistics share volatile move greater last year move big rare even universal logistics indicate news significantly impacted market perception business previous big move wrote day ago stock dropped news unexpectedly sharp rise wholesale inflation fueled concern rising cost impact corporate profit primary catalyst july producer price index ppi measure inflation wholesale level jumped forecast rise represents significant monthly increase three year pointing mounting cost pressure manufacturer tariff cited key factor data complicates federal reserve upcoming interest rate decision persistent inflation may prevent rate cut creating headwind cyclical sector like industrials,0
Why JPMorgan is warning the Fed rate cut everyone expects could sink stocks,https://www.marketwatch.com/story/why-jpmorgan-is-warning-the-fed-rate-cut-everyone-expects-could-sink-stocks-0179698d,2025-09-09T14:10:00Z,MSFT,,1
Stock Indexes Rally to New Record Highs on Fed Rate Cut Optimism,https://www.barchart.com/story/news/34926620/stock-indexes-rally-to-new-record-highs-on-fed-rate-cut-optimism,2025-09-19T20:39:59Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,0
"Invesco, Capital One, Bread Financial, Piper Sandler, and Moelis Stocks Trade Up, What You Need To Know",https://finance.yahoo.com/news/invesco-capital-one-bread-financial-194104550.html,2025-08-22T19:41:04Z,MSFT,happened number stock jumped afternoon session major index rebounded fed chair jerome powell delivered dovish remark muchawaited jackson hole symposium powell suggested inflation risk moderating unemployment remaining low federal reserve might consider shift monetary policy stance including potential interest rate cut outlook eased market concern prolonged high interest rate impact economic growth prospect lower borrowing cost bolstered investor confidence particularly sector lagged leading broad rally across market stock market overreacts news big price drop present good opportunity buy highquality stock among others following stock impacted zooming piper sandler pipr piper sandlers share volatile move greater last year context today move indicates market considers news meaningful although might something would fundamentally change perception business previous big move wrote day ago stock dropped news market continued decline investor grew cautious ahead key speech federal reserve chair jerome powell move came u equity market recorded fifth consecutive day loss major index like sp technology stock experiencing largest decline investor grown wary sharp rally tech sector since april may advanced far marketwide caution largely driven upcoming jackson hole symposium meeting central banker trader anxiously awaiting fed chair powell speech friday guidance future path interest rate,0
"Baxter, U.S. Physical Therapy, Cogent, HNI, and TD SYNNEX Stocks Trade Up, What You Need To Know",https://finance.yahoo.com/news/baxter-u-physical-therapy-cogent-194558098.html,2025-08-22T19:45:58Z,MSFT,happened number stock jumped afternoon session major index rebounded fed chair jerome powell delivered dovish remark muchawaited jackson hole symposium powell suggested inflation risk moderating unemployment remaining low federal reserve might consider shift monetary policy stance including potential interest rate cut outlook eased market concern prolonged high interest rate impact economic growth prospect lower borrowing cost bolstered investor confidence particularly sector lagged leading broad rally across market stock market overreacts news big price drop present good opportunity buy highquality stock among others following stock impacted zooming td synnex snx td synnexs share volatile move greater last year context today move indicates market considers news meaningful although might something would fundamentally change perception business previous big move wrote day ago stock dropped news surprisingly weak u job report released fueling concern slowing economy u economy added job falling significantly short economist expectation figure may june revised erasing previously reported job professional business service industry shed job data point cooling labor market fueling concern slowing economy weaker economic outlook often lead reduced corporate spending key service like consulting professional staffing directly impact sector revenue growth prospect report immediately increased investor expectation interest rate cut federal reserve,0
S&P 500 and Nasdaq 100 Post Record Highs on Fed Easing Expectations,https://www.barchart.com/story/news/34813562/s-p-500-and-nasdaq-100-post-record-highs-on-fed-easing-expectations,2025-09-15T15:09:50Z,MSFT,switch market flag open menu switch market flag targeted data country choice targeted data country choice,1
"Stock market today: S&P 500, Nasdaq, Dow rise as Wall Street looks ahead to inflation reality check",https://finance.yahoo.com/news/live/stock-market-today-sp-500-nasdaq-dow-rise-as-wall-street-looks-ahead-to-inflation-reality-check-000205760.html,2025-09-08T00:02:05Z,MSFT,u stock moved higher monday investor set sight inflation data later week provide reality check chance jumbo interestrate cut next week sp gspc moved around nasdaq composite ixic closed record high around day meanwhile dow jones industrial average dji climbed move come stock finished last week note wall street already looking ahead key inflation report later week producer price index ppi wednesday consumer price index cpi thursday together data offer fresh insight strength economy last week weak august job print soft labor market data question recession start emerge report test market total conviction federal reserve lower interest rate meeting next week debate center deep policymakers cut amid rising expectation bumper catchup move basis point rather basis point monday vast majority bet around smaller cut tuesday bureau labor statistic revision earlier month job data tuesday likely closely watched usual coming day august job report revealed weakness labor market read latest trump tariff meanwhile president trump tariff shake global trade environment treasury secretary scott bessent said u would forced give rebate supreme court fails uphold many tariff appeal court found illegal president overstepped authority corporate move robinhood hood closed record high news would join sp live coverage update,1
